name,type,primary_key_type,coding_name,is_sparse_coding,is_multi_select,referenced_entity_field,relationship,folder_path,title,units,description,sheet
DEMOG_WEIGHT_ENTER_UNIT_1_1,integer,,DEMOG_WEIGHT_ENTER_UNIT_1_1,,,,,Our Future Health Questionnaire > 1 About you and your household,DEMOG_WEIGHT_ENTER_UNIT_1_1,,How would you prefer to enter your weight?,questionnaire
HOUSING_CURR_ADD_YRS_1_1,integer,,HOUSING_CURR_ADD_YRS_1_1,yes,,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_CURR_ADD_YRS_1_1,,How many years have you lived at your current address?,questionnaire
HOUSING_ENERGY_1_M,integer,,HOUSING_ENERGY_1_M,,yes,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_ENERGY_1_M,,Do you have any of the following in your home?,questionnaire
HOUSING_HEAT_1_M,integer,,HOUSING_HEAT_1_M,,yes,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_HEAT_1_M,,How is your home mainly heated?,questionnaire
HOUSING_PEOPLE_1_1,integer,,HOUSING_PEOPLE_1_1,yes,,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_PEOPLE_1_1,,"Including yourself, how many people are living together in your household?",questionnaire
HOUSING_PEOPLE_RELATE_1_M,integer,,HOUSING_PEOPLE_RELATE_1_M,,yes,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_PEOPLE_RELATE_1_M,,How are the other people who live with you related to you?,questionnaire
HOUSING_TENURE_1_1,integer,,HOUSING_TENURE_1_1,,,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_TENURE_1_1,,Do you own or rent the accommodation that you live in?,questionnaire
HOUSING_TYPE_1_1,integer,,HOUSING_TYPE_1_1,,,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_TYPE_1_1,,What type of accommodation do you live in?,questionnaire
HOUSING_VEHICLES_1_1,integer,,HOUSING_VEHICLES_1_1,,,,,Our Future Health Questionnaire > 1 About you and your household,HOUSING_VEHICLES_1_1,,"How many cars or vans are owned, or available for use, by you or members of your household?",questionnaire
EDU_COMP_AGE_1_1,integer,,EDU_COMP_AGE_1_1,yes,,,,Our Future Health Questionnaire > 2 Work and education,EDU_COMP_AGE_1_1,,At what age did you complete your continuous full time education?,questionnaire
EDU_COMP_AGE_2_1,integer,,EDU_COMP_AGE_2_1,yes,,,,Our Future Health Questionnaire > 2 Work and education,EDU_COMP_AGE_2_1,,At what age did you complete your continuous full-time education?,questionnaire
EDU_QUAL_1_M,integer,,EDU_QUAL_1_M,,yes,,,Our Future Health Questionnaire > 2 Work and education,EDU_QUAL_1_M,,Which of the following qualifications do you have?,questionnaire
HOUSING_INCOME_1_1,integer,,HOUSING_INCOME_1_1,,,,,Our Future Health Questionnaire > 2 Work and education,HOUSING_INCOME_1_1,,What is the average total income before tax received by your HOUSEHOLD?,questionnaire
WORK_DISTANCE_1_1,integer,,WORK_DISTANCE_1_1,yes,,,,Our Future Health Questionnaire > 2 Work and education,WORK_DISTANCE_1_1,,About how many miles is it between your home and your work?,questionnaire
WORK_MANUAL_LABOUR_1_1,integer,,WORK_MANUAL_LABOUR_1_1,,,,,Our Future Health Questionnaire > 2 Work and education,WORK_MANUAL_LABOUR_1_1,,Does your work involve heavy manual or physical work?,questionnaire
WORK_NIGHTS_1_1,integer,,WORK_NIGHTS_1_1,,,,,Our Future Health Questionnaire > 2 Work and education,WORK_NIGHTS_1_1,,Does your work involve night shifts?,questionnaire
WORK_SHIFTS_1_1,integer,,WORK_SHIFTS_1_1,,,,,Our Future Health Questionnaire > 2 Work and education,WORK_SHIFTS_1_1,,Does your work involve shift work?,questionnaire
WORK_STATUS_1_M,integer,,WORK_STATUS_1_M,,yes,,,Our Future Health Questionnaire > 2 Work and education,WORK_STATUS_1_M,,Which of the following describes your current situation?,questionnaire
WORK_STATUS_2_M,integer,,WORK_STATUS_2_M,,yes,,,Our Future Health Questionnaire > 2 Work and education,WORK_STATUS_2_M,,Which of the following describes your current situation?,questionnaire
WORK_TRANSPORT_1_M,integer,,WORK_TRANSPORT_1_M,,yes,,,Our Future Health Questionnaire > 2 Work and education,WORK_TRANSPORT_1_M,,What types of transport do you use to get to and from work?,questionnaire
WORK_WALK_STAND_1_1,integer,,WORK_WALK_STAND_1_1,,,,,Our Future Health Questionnaire > 2 Work and education,WORK_WALK_STAND_1_1,,Does your work involve walking or standing for most of the time?,questionnaire
WORK_WK_HRS_1_1,integer,,WORK_WK_HRS_1_1,yes,,,,Our Future Health Questionnaire > 2 Work and education,WORK_WK_HRS_1_1,,"In a typical WEEK, how many hours do you spend at work?",questionnaire
WORK_WK_TRAVEL_1_1,integer,,WORK_WK_TRAVEL_1_1,yes,,,,Our Future Health Questionnaire > 2 Work and education,WORK_WK_TRAVEL_1_1,,How many times a WEEK do you travel from home to your main work?,questionnaire
WORK_YRS_1_1,integer,,WORK_YRS_1_1,yes,,,,Our Future Health Questionnaire > 2 Work and education,WORK_YRS_1_1,,How many years have you worked in your current job?,questionnaire
ACTIVITY_MOD_DAYS_1_1,integer,,ACTIVITY_MOD_DAYS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_MOD_DAYS_1_1,,"In a typical WEEK, on how many days did you do 10 minutes or more of moderate physical activities like carrying light loads, cycling at normal pace?",questionnaire
ACTIVITY_MOD_DAYS_2_1,integer,,ACTIVITY_MOD_DAYS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_MOD_DAYS_2_1,,"Thinking about the last 4 weeks, in a typical WEEK, on how many days did you do 10 minutes or more of moderate physical activities like carrying light loads, cycling at normal pace?",questionnaire
ACTIVITY_MOD_MINS_1_1,integer,,ACTIVITY_MOD_MINS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_MOD_MINS_1_1,,How many minutes did you usually spend doing moderate activities on a typical DAY?,questionnaire
ACTIVITY_MOD_MINS_2_1,integer,,ACTIVITY_MOD_MINS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_MOD_MINS_2_1,,"Thinking about the last 4 weeks, how many minutes did you usually spend doing moderate physical activities on a typical DAY?",questionnaire
ACTIVITY_STAIRS_1_1,integer,,ACTIVITY_STAIRS_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_STAIRS_1_1,,"At home, during the last 4 weeks, about how many times a DAY do you climb a flight of stairs?",questionnaire
ACTIVITY_TRANSPORT_1_M,integer,,ACTIVITY_TRANSPORT_1_M,,yes,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TRANSPORT_1_M,,"In the last 4 weeks, which forms of transport have you used most often to get about?",questionnaire
ACTIVITY_TYPE_1_M,integer,,ACTIVITY_TYPE_1_M,,yes,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_1_M,,In the last 4 weeks did you spend any time doing the following?,questionnaire
ACTIVITY_TYPE_DIY_HEAVY_1_1,integer,,ACTIVITY_TYPE_DIY_HEAVY_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_DIY_HEAVY_1_1,,How many times in the last 4 weeks did you do heavy DIY?,questionnaire
ACTIVITY_TYPE_DIY_HEAVY_DUR_1_1,integer,,ACTIVITY_TYPE_DIY_HEAVY_DUR_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_DIY_HEAVY_DUR_1_1,,"Each time you did heavy DIY, about how long did you spend doing it?",questionnaire
ACTIVITY_TYPE_DIY_LIGHT_1_1,integer,,ACTIVITY_TYPE_DIY_LIGHT_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_DIY_LIGHT_1_1,,How many times in the last 4 weeks did you do light DIY?,questionnaire
ACTIVITY_TYPE_DIY_LIGHT_DUR_1_1,integer,,ACTIVITY_TYPE_DIY_LIGHT_DUR_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_DIY_LIGHT_DUR_1_1,,"Each time you did light DIY, about how long did you spend doing it?",questionnaire
ACTIVITY_TYPE_EXERCISE_1_1,integer,,ACTIVITY_TYPE_EXERCISE_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_EXERCISE_1_1,,"How many times in the last 4 weeks did you do other exercises such as swimming, cycling, keep fit?",questionnaire
ACTIVITY_TYPE_EXERCISE_DUR_1_1,integer,,ACTIVITY_TYPE_EXERCISE_DUR_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_EXERCISE_DUR_1_1,,"Each time you did other exercises such as swimming, cycling, keep fit, about how long did you spend doing them?",questionnaire
ACTIVITY_TYPE_STREN_1_1,integer,,ACTIVITY_TYPE_STREN_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_STREN_1_1,,How many times in the last 4 weeks did you do strenuous sports?,questionnaire
ACTIVITY_TYPE_STREN_DUR_1_1,integer,,ACTIVITY_TYPE_STREN_DUR_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_STREN_DUR_1_1,,"Each time you did strenuous sports, about how long did you spend doing it?",questionnaire
ACTIVITY_TYPE_WALK_1_1,integer,,ACTIVITY_TYPE_WALK_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_WALK_1_1,,How many times in the last 4 weeks did you go walking for pleasure?,questionnaire
ACTIVITY_TYPE_WALK_DUR_1_1,integer,,ACTIVITY_TYPE_WALK_DUR_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_TYPE_WALK_DUR_1_1,,"Each time you went walking for pleasure, about how long did you spend doing it?",questionnaire
ACTIVITY_VIG_DAYS_1_1,integer,,ACTIVITY_VIG_DAYS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_VIG_DAYS_1_1,,"In a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity?",questionnaire
ACTIVITY_VIG_DAYS_2_1,integer,,ACTIVITY_VIG_DAYS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_VIG_DAYS_2_1,,"Thinking about the last 4 weeks, in a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity?",questionnaire
ACTIVITY_VIG_MINS_1_1,integer,,ACTIVITY_VIG_MINS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_VIG_MINS_1_1,,How many minutes did you usually spend doing vigorous activities on a typical DAY?,questionnaire
ACTIVITY_VIG_MINS_2_1,integer,,ACTIVITY_VIG_MINS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_VIG_MINS_2_1,,"Thinking about the last 4 weeks, how many minutes did you usually spend doing vigorous activities on a typical DAY?",questionnaire
ACTIVITY_WALK_DAYS_1_1,integer,,ACTIVITY_WALK_DAYS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_WALK_DAYS_1_1,,"In a typical WEEK, on how many days did you walk for at least 10 minutes at a time?",questionnaire
ACTIVITY_WALK_DAYS_2_1,integer,,ACTIVITY_WALK_DAYS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_WALK_DAYS_2_1,,"Thinking about the last 4 weeks, in a typical WEEK, on how many days did you walk for at least 10 minutes at a time?",questionnaire
ACTIVITY_WALK_MINS_1_1,integer,,ACTIVITY_WALK_MINS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_WALK_MINS_1_1,,How many minutes did you usually spend walking on a typical DAY?,questionnaire
ACTIVITY_WALK_MINS_2_1,integer,,ACTIVITY_WALK_MINS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_WALK_MINS_2_1,,"Thinking about the last 4 weeks, how many minutes did you usually spend walking on a typical DAY?",questionnaire
ACTIVITY_WALK_PACE_1_1,integer,,ACTIVITY_WALK_PACE_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ACTIVITY_WALK_PACE_1_1,,How would you describe your usual walking pace?,questionnaire
ALCOHOL_BEER_MTH_1_1,integer,,ALCOHOL_BEER_MTH_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_BEER_MTH_1_1,,"In an average MONTH, how many pints of beer or cider would you drink?",questionnaire
ALCOHOL_BEER_MTH_2_1,integer,,ALCOHOL_BEER_MTH_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_BEER_MTH_2_1,,"In an average MONTH, how many pints of beer or cider would you drink?",questionnaire
ALCOHOL_BEER_WK_1_1,integer,,ALCOHOL_BEER_WK_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_BEER_WK_1_1,,"In an average WEEK, how many pints of beer or cider would you drink?",questionnaire
ALCOHOL_CHG_1_1,integer,,ALCOHOL_CHG_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_CHG_1_1,,"Compared to 10 years ago, do you drink?",questionnaire
ALCOHOL_CHG_ABST_REASON_1_1,integer,,ALCOHOL_CHG_ABST_REASON_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_CHG_ABST_REASON_1_1,,Why did you stop drinking alcohol?,questionnaire
ALCOHOL_CHG_ABST_REASON_2_M,integer,,ALCOHOL_CHG_ABST_REASON_2_M,,yes,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_CHG_ABST_REASON_2_M,,"Which of the following, if any, do you think contributed to you stopping drinking alcohol?",questionnaire
ALCOHOL_CHG_REDUCE_REASON_1_1,integer,,ALCOHOL_CHG_REDUCE_REASON_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_CHG_REDUCE_REASON_1_1,,Why did you reduce the amount you drank?,questionnaire
ALCOHOL_CHG_REDUCE_REASON_2_M,integer,,ALCOHOL_CHG_REDUCE_REASON_2_M,,yes,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_CHG_REDUCE_REASON_2_M,,"Which of the following, if any, do you think contributed to you reducing the amount you drank?",questionnaire
ALCOHOL_CURR_1_1,integer,,ALCOHOL_CURR_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_CURR_1_1,,About how often do you drink alcohol?,questionnaire
ALCOHOL_FOOD_1_1,integer,,ALCOHOL_FOOD_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_FOOD_1_1,,When you drink alcohol is it usually with meals?,questionnaire
ALCOHOL_OTHER_MTH_1_1,integer,,ALCOHOL_OTHER_MTH_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_OTHER_MTH_1_1,,"In an average MONTH, how many glasses of other alcoholic drinks (such as alcopops) would you drink?",questionnaire
ALCOHOL_OTHER_MTH_2_1,integer,,ALCOHOL_OTHER_MTH_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_OTHER_MTH_2_1,,"In an average MONTH, how many glasses of other alcoholic drinks (such as alcopops) would you drink?",questionnaire
ALCOHOL_OTHER_WK_1_1,integer,,ALCOHOL_OTHER_WK_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_OTHER_WK_1_1,,"In an average WEEK, how many glasses of other alcoholic drinks (such as alcopops) would you drink?",questionnaire
ALCOHOL_PREV_1_1,integer,,ALCOHOL_PREV_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_PREV_1_1,,Did you previously drink alcohol?,questionnaire
ALCOHOL_SPIRITS_MTH_1_1,integer,,ALCOHOL_SPIRITS_MTH_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_SPIRITS_MTH_1_1,,"In an average MONTH, how many measures of spirits or liqueurs would you drink?",questionnaire
ALCOHOL_SPIRITS_MTH_2_1,integer,,ALCOHOL_SPIRITS_MTH_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_SPIRITS_MTH_2_1,,"In an average MONTH, how many measures of spirits or liqueurs would you drink?",questionnaire
ALCOHOL_SPIRITS_WK_1_1,integer,,ALCOHOL_SPIRITS_WK_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_SPIRITS_WK_1_1,,"In an average WEEK, how many measures of spirits or liqueurs would you drink?",questionnaire
ALCOHOL_WINE_FORT_MTH_1_1,integer,,ALCOHOL_WINE_FORT_MTH_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_FORT_MTH_1_1,,"In an average MONTH, how many glasses of fortified wine would you drink?",questionnaire
ALCOHOL_WINE_FORT_MTH_2_1,integer,,ALCOHOL_WINE_FORT_MTH_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_FORT_MTH_2_1,,"In an average MONTH, how many glasses of fortified wine would you drink?",questionnaire
ALCOHOL_WINE_FORT_WK_1_1,integer,,ALCOHOL_WINE_FORT_WK_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_FORT_WK_1_1,,"In an average WEEK, how many glasses of fortified wine would you drink?",questionnaire
ALCOHOL_WINE_RED_MTH_1_1,integer,,ALCOHOL_WINE_RED_MTH_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_RED_MTH_1_1,,"In an average MONTH, how many glasses of RED wine would you drink?",questionnaire
ALCOHOL_WINE_RED_MTH_2_1,integer,,ALCOHOL_WINE_RED_MTH_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_RED_MTH_2_1,,"In an average MONTH, how many glasses of RED wine would you drink?",questionnaire
ALCOHOL_WINE_RED_WK_1_1,integer,,ALCOHOL_WINE_RED_WK_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_RED_WK_1_1,,"In an average WEEK, how many glasses of RED wine would you drink?",questionnaire
ALCOHOL_WINE_WHITE_MTH_1_1,integer,,ALCOHOL_WINE_WHITE_MTH_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_WHITE_MTH_1_1,,"In an average MONTH, how many glasses of WHITE wine or champagne would you drink?",questionnaire
ALCOHOL_WINE_WHITE_MTH_2_1,integer,,ALCOHOL_WINE_WHITE_MTH_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_WHITE_MTH_2_1,,"In an average MONTH, how many glasses of WHITE wine or champagne would you drink?",questionnaire
ALCOHOL_WINE_WHITE_WK_1_1,integer,,ALCOHOL_WINE_WHITE_WK_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,ALCOHOL_WINE_WHITE_WK_1_1,,"In an average WEEK, how many glasses of WHITE wine or champagne would you drink?",questionnaire
LIFESTYLE_DRIVE_HRS_1_1,integer,,LIFESTYLE_DRIVE_HRS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_DRIVE_HRS_1_1,,"In a typical DAY, how many hours do you spend driving?",questionnaire
LIFESTYLE_OUTDOOR_SUM_HRS_1_1,integer,,LIFESTYLE_OUTDOOR_SUM_HRS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_OUTDOOR_SUM_HRS_1_1,,"In a typical DAY in summer, how many hours do you spend outdoors?",questionnaire
LIFESTYLE_OUTDOOR_WIN_HRS_1_1,integer,,LIFESTYLE_OUTDOOR_WIN_HRS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_OUTDOOR_WIN_HRS_1_1,,"In a typical DAY in winter, how many hours do you spend outdoors?",questionnaire
LIFESTYLE_SCREEN_PC_HRS_1_1,integer,,LIFESTYLE_SCREEN_PC_HRS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_SCREEN_PC_HRS_1_1,,"In a typical DAY, how many hours do you spend using the computer?",questionnaire
LIFESTYLE_SCREEN_PC_HRS_2_1,integer,,LIFESTYLE_SCREEN_PC_HRS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_SCREEN_PC_HRS_2_1,,"In a typical DAY, how many hours do you usually spend with computers, cell phones, handheld video games, and other electronic devices?",questionnaire
LIFESTYLE_SCREEN_TV_HRS_1_1,integer,,LIFESTYLE_SCREEN_TV_HRS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_SCREEN_TV_HRS_1_1,,"In a typical DAY, how many hours do you spend watching TV?",questionnaire
LIFESTYLE_SCREEN_TV_HRS_2_1,integer,,LIFESTYLE_SCREEN_TV_HRS_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_SCREEN_TV_HRS_2_1,,"In a typical DAY, how many hours do you usually spend in front of a TV watching TV programs, videos, or playing video games?",questionnaire
LIFESTYLE_SOCIAL_REC_1_M,integer,,LIFESTYLE_SOCIAL_REC_1_M,,yes,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_SOCIAL_REC_1_M,,Which of the following do you attend once a week or more often?,questionnaire
LIFESTYLE_SOCIAL_VISITS_1_1,integer,,LIFESTYLE_SOCIAL_VISITS_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,LIFESTYLE_SOCIAL_VISITS_1_1,,How often do you visit friends or family or have them visit you?,questionnaire
SLEEP_CHRONOTYPE_1_1,integer,,SLEEP_CHRONOTYPE_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_CHRONOTYPE_1_1,,Do you consider yourself to be?,questionnaire
SLEEP_DAYTIME_1_1,integer,,SLEEP_DAYTIME_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_DAYTIME_1_1,,How likely are you to doze off or fall asleep during the daytime when you don't mean to?,questionnaire
SLEEP_HRS_1_1,integer,,SLEEP_HRS_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_HRS_1_1,,About how many hours sleep do you get in every 24 hours?,questionnaire
SLEEP_NAPPING_1_1,integer,,SLEEP_NAPPING_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_NAPPING_1_1,,Do you have a nap during the day?,questionnaire
SLEEP_SNORING_1_1,integer,,SLEEP_SNORING_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_SNORING_1_1,,Does your partner or a close relative or friend complain about your snoring?,questionnaire
SLEEP_TROUBLE_1_1,integer,,SLEEP_TROUBLE_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_TROUBLE_1_1,,Do you have trouble falling asleep at night or do you wake up in the middle of the night?,questionnaire
SLEEP_WAKING_1_1,integer,,SLEEP_WAKING_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SLEEP_WAKING_1_1,,"On an average day, how easy do you find getting up in the morning?",questionnaire
SMOKE_100_TIMES_1_1,integer,,SMOKE_100_TIMES_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SMOKE_100_TIMES_1_1,,"In your lifetime, have you smoked a total of at least 100 times?",questionnaire
SMOKE_100_TIMES_2_1,integer,,SMOKE_100_TIMES_2_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SMOKE_100_TIMES_2_1,,On how many occasions have you smoked cigarettes in your life?,questionnaire
SMOKE_AVG_1_1,integer,,SMOKE_AVG_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,SMOKE_AVG_1_1,,About how many cigarettes did you smoke on average each day?,questionnaire
SMOKE_AVG_2_1,integer,,SMOKE_AVG_2_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,SMOKE_AVG_2_1,,On the days that you smoked how many cigarettes did you smoke per day on average?,questionnaire
SMOKE_AVG_PREV_1_1,integer,,SMOKE_AVG_PREV_1_1,yes,,,,Our Future Health Questionnaire > 3 Your lifestyle,SMOKE_AVG_PREV_1_1,,About how many cigarettes did you smoke on average each day?,questionnaire
SMOKE_CHG_1_1,integer,,SMOKE_CHG_1_1,,,,,Our Future Health Questionnaire > 3 Your lifestyle,SMOKE_CHG_1_1,,Compared to 10 years ago do you smoke...,questionnaire
